33,100,100,2,100,2,100,3,100,2,100,100,1,2,100
34,100,100,2,100,2,100,3,100,2,100,100,1,2,100
35,100,100,2,100,2,100,3,100,2,100,100,1,2,100
36,100,100,2,100,2,100,3,100,2,100,100,1,3,100
37,100,100,2,100,3,100,3,100,2,100,100,1,3,100
38,100,100,2,100,3,100,3,100,2,100,100,1,3,100
39,100,100,2,100,3,100,3,100,2,100,100,1,4,100
40,100,100,2,100,3,100,3,100,2,100,100,1,4,100
41,100,100,2,100,3,100,3,100,2,100,100,1,100,100
42,100,100,2,100,3,100,3,100,2,100,100,1,100,100
43,100,100,2,100,3,100,100,100,2,100,100,1,100,100
44,100,100,2,100,3,100,100,100,2,100,100,1,100,100
45,100,100,2,100,3,100,100,100,2,100,100,1,100,100
46,100,100,2,100,3,100,100,100,2,100,100,1,100,100
47,100,100,2,100,3,100,100,100,2,100,100,100,100,100
48,100,100,2,100,100,100,100,100,2,100,100,100,100,100
49,100,100,2,100,100,100,100,100,2,100,100,100,100,100
50,100,100,2,100,100,100,100,100,2,100,100,100,100,100
51,100,100,2,100,100,100,100,100,2,100,100,100,100,100
52,100,100,3,100,100,100,100,100,2,100,100,100,100,100
53,100,100,100,100,100,100,100,100,2,100,100,100,100,100
54,100,100,100,100,100,100,100,100,2,100,100,100,100,100
55,100,100,100,100,100,100,100,100,2,100,100,100,100,100
56,100,100,100,100,100,100,100,100,2,100,100,100,100,100
57,100,100,100,100,100,100,100,100,3,100,100,100,100,100
58,100,100,100,100,100,100,100,100,4,100,100,100,100,100
59,100,100,100,100,100,100,100,100,4,100,100,100,100,100
60,100,100,100,100,100,100,100,100,4,100,100,100,100,100
61,100,100,100,100,100,100,100,100,100,100,100,100,100,100
62,100,100,100,100,100,100,100,100,100,100,100,100,100,100
63,100,100,100,100,100,100,100,101,100,100,100,100,100,100
64,101,100,100,100,100,100,100,101,100,100,100,100,100,100
65,101,100,100,100,100,100,100,101,100,100,100,100,100,100
66,102,100,100,100,100,100,100,101,100,100,100,100,100,100
67,102,100,101,100,100,100,100,101,100,100,100,100,100,100
68,102,100,101,100,100,100,100,101,100,100,100,101,100,100
69,102,100,101,100,100,100,100,101,100,100,100,101,100,100
70,102,100,101,100,100,100,100,101,100,100,100,102,100,100
71,102,100,101,100,100,100,100,101,100,100,100,100,100,100
72,102,100,101,100,100,100,100,100,100,100,100,100,100,100
73,102,100,101,100,100,100,100,100,100,100,100,100,100,100
74,102,100,101,100,100,100,100,100,101,100,100,100,100,100
75,102,100,101,100,100,100,100,100,101,100,100,100,100,100
76,102,100,101,100,100,100,100,100,101,100,100,100,100,100
77,102,100,101,100,100,100,100,100,101,100,100,100,100,100
78,102,100,101,100,100,100,100,100,100,100,100,100,100,100
79,102,100,101,100,100,100,100,100,100,100,100,100,100,100
80,102,100,101,100,100,100,100,100,100,100,100,100,100,100
81,100,100,101,100,100,100,100,100,100,100,100,100,100,100
82,100,100,101,100,100,100,100,100,100,100,100,100,100,100
83,100,100,101,100,100,100,100,100,100,100,100,101,100,100
84,100,100,101,100,100,100,100,100,100,100,100,101,100,100
85,100,100,101,100,100,100,100,100,100,100,100,101,100,100
86,100,100,101,100,100,100,100,100,100,100,100,101,100,100
87,100,100,101,100,100,100,100,100,100,100,100,101,100,100
88,100,100,101,100,100,100,100,100,100,100,101,101,100,100
89,100,100,101,100,100,100,100,100,100,100,101,101,100,100
90,100,100,101,100,100,100,100,100,100,100,102,101,100,100
91,100,100,101,100,100,100,100,100,100,100,103,101,100,100
92,100,100,101,100,100,100,100,100,100,100,103,101,100,100
93,100,100,101,100,100,100,100,100,100,100,100,101,100,100
94,100,100,101,100,100,100,100,100,100,100,100,101,100,100
95,100,100,101,100,100,100,100,100,100,100,100,101,100,100
96,100,100,101,100,100,100,100,100,100,100,100,101,100,100
97,100,100,101,100,100,100,100,100,100,100,100,101,100,100
98,100,100,101,100,100,100,100,100,100,100,100,101,100,100
99,100,100,101,100,100,100,100,100,100,100,100,101,100,100
100,100,100,101,100,100,100,100,100,100,100,100,101,100,100
